City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,laojunmiao,39.8333,97.7333,-0.97,17,96,2.05,CN,2024-01-07
296,port blair,11.6667,92.75,28.51,68,56,5.8,IN,2024-01-07
297,brookings,44.3114,-96.7984,-8.0,85,100,5.14,US,2024-01-07
298,tiquipaya,-17.3382,-66.2189,18.4,52,19,2.57,BO,2024-01-07
299,along,28.1667,94.7667,22.76,26,0,0.93,IN,2024-01-07
300,antalaha,-14.9003,50.2788,29.98,68,97,2.66,MG,2024-01-07
301,sola,-13.8833,167.55,28.34,71,76,1.21,VU,2024-01-07
302,acapulco de juarez,16.8634,-99.8901,23.9,88,20,1.03,MX,2024-01-07
303,san pedro pochutla,15.7333,-96.4667,21.67,81,0,1.69,MX,2024-01-07
304,barcelos,41.5388,-8.6151,6.03,83,57,1.89,PT,2024-01-07
305,kapuskasing,49.4169,-82.4331,-12.95,85,100,4.12,CA,2024-01-07
306,severo-yeniseyskiy,60.3725,93.0408,-23.57,99,76,1.79,RU,2024-01-07
307,homer,59.6425,-151.5483,4.94,73,100,7.2,US,2024-01-07
308,fairfield,41.2668,-73.3162,1.75,86,100,7.2,US,2024-01-07
309,filey,54.21,-0.2892,4.88,84,92,3.2,GB,2024-01-07
310,mandan,46.8267,-100.8896,-6.01,94,100,3.09,US,2024-01-07
311,beacon,41.5048,-73.9696,1.6,89,100,3.6,US,2024-01-07
312,barvinkove,48.9097,37.0205,-0.86,94,100,6.0,UA,2024-01-07
313,walvis bay,-22.9575,14.5053,18.79,78,37,4.13,NA,2024-01-07
314,saurikh,27.029,79.4896,17.81,46,0,1.18,IN,2024-01-07
315,belel,7.05,14.4333,15.92,25,60,1.89,CM,2024-01-07
316,pasuquin,18.3328,120.6177,28.97,58,20,3.6,PH,2024-01-07
317,korsakov,46.6328,142.7813,-8.09,84,100,7.67,RU,2024-01-07
318,nahariyya,33.0059,35.0941,17.25,60,4,11.13,IL,2024-01-07
319,iskateley,67.6803,53.1512,-16.1,95,16,3.13,RU,2024-01-07
320,chos malal,-37.3781,-70.2709,15.17,46,0,2.85,AR,2024-01-07
321,tsengel,49.4783,100.8894,-8.57,77,86,2.35,MN,2024-01-07
322,bundaberg,-24.85,152.35,27.34,87,100,2.68,AU,2024-01-07
323,saint-pierre,-21.3393,55.4781,27.82,74,100,6.69,RE,2024-01-07
324,kushiro,42.975,144.3747,1.53,64,40,2.06,JP,2024-01-07
325,kuta,-8.7233,115.1723,30.97,84,40,3.6,ID,2024-01-07
326,tucupita,9.0622,-62.051,21.5,99,2,1.33,VE,2024-01-07
327,mossel bay,-34.1831,22.146,20.96,91,100,3.08,ZA,2024-01-07
328,port saint john's,-31.6229,29.5448,25.24,67,87,1.78,ZA,2024-01-07
329,mabaruma,8.2,-59.7833,21.13,98,2,0.53,GY,2024-01-07
330,estacion coahuila,32.1939,-115.0017,12.8,39,46,4.48,MX,2024-01-07
331,lepsy,46.235,78.9456,0.92,98,100,3.33,KZ,2024-01-07
332,pisco,-13.7,-76.2167,22.03,83,0,1.03,PE,2024-01-07
333,tura,25.5198,90.2201,23.99,32,0,1.8,IN,2024-01-07
334,enriquillo,17.9,-71.2333,24.12,89,6,4.81,DO,2024-01-07
335,monteagudo,-19.8167,-63.9833,19.15,93,51,1.12,BO,2024-01-07
336,chernyshevskiy,63.0128,112.4714,-19.13,98,100,1.82,RU,2024-01-07
337,ancud,-41.8697,-73.8203,12.76,86,93,4.97,CL,2024-01-07
338,sinabang,2.4803,96.3801,29.22,73,94,2.51,ID,2024-01-07
339,oyama,36.3,139.8,11.49,25,41,3.13,JP,2024-01-07
340,betio village,1.358,172.9211,28.02,79,98,4.69,KI,2024-01-07
341,dwarka,22.2394,68.9678,22.88,41,0,8.3,IN,2024-01-07
342,claveria,18.6074,121.0832,23.81,76,71,7.05,PH,2024-01-07
343,zaragoza,41.6561,-0.8773,7.16,73,20,8.75,ES,2024-01-07
344,baramula,34.2,74.35,8.59,22,0,1.87,IN,2024-01-07
345,egilsstadir,65.2653,-14.3948,-7.05,86,0,3.09,IS,2024-01-07
346,santiago de cao,-7.9589,-79.2392,21.07,88,100,3.6,PE,2024-01-07
347,usogorsk,63.4106,48.6872,-32.41,100,100,1.18,RU,2024-01-07
348,chibougamau,49.9168,-74.3659,-19.21,84,100,3.09,CA,2024-01-07
349,mufumbwe,-13.6833,24.8,19.57,94,100,2.06,ZM,2024-01-07
350,tukrah,32.5341,20.5791,17.25,62,20,11.93,LY,2024-01-07
351,warrenton,-28.114,24.8475,28.05,32,38,2.31,ZA,2024-01-07
352,santa rosalia,27.3167,-112.2833,10.81,54,0,2.87,MX,2024-01-07
353,maceio,-9.6658,-35.7353,23.69,100,0,1.54,BR,2024-01-07
354,tongliao,43.6125,122.2653,-12.07,59,0,2.42,CN,2024-01-07
355,short hills,40.7479,-74.3254,2.71,88,100,8.23,US,2024-01-07
356,vygonichi,53.0985,34.0673,-15.74,97,31,3.19,RU,2024-01-07
357,ola,59.5833,151.2833,-32.7,88,13,3.4,RU,2024-01-07
358,valparaiso,-33.0393,-71.6273,14.8,88,0,2.06,CL,2024-01-07
359,laoang,12.5,125.0167,27.21,90,100,2.67,PH,2024-01-07
360,elimaki,60.7167,26.4667,-23.46,93,9,1.47,FI,2024-01-07
361,harstad,68.799,16.5293,1.66,93,100,10.28,NO,2024-01-07
362,pemangkat,1.1667,108.9667,27.63,80,95,3.85,ID,2024-01-07
363,hami,42.8,93.45,-1.36,51,87,0.91,CN,2024-01-07
364,happy valley-goose bay,53.3168,-60.3315,-16.83,55,0,3.09,CA,2024-01-07
365,borkum,53.5809,6.6915,1.97,73,100,10.74,DE,2024-01-07
366,paragould,36.0584,-90.4973,3.9,86,90,2.68,US,2024-01-07
367,birobidzhan,48.8,132.95,-20.1,87,84,2.26,RU,2024-01-07
368,mildura,-34.2,142.15,30.6,63,86,3.02,AU,2024-01-07
369,thompson,55.7435,-97.8558,-20.91,77,100,2.57,CA,2024-01-07
370,kaohsiung,22.6163,120.3133,24.97,59,75,2.06,TW,2024-01-07
371,nadi,-17.8,177.4167,30.0,74,20,6.17,FJ,2024-01-07
372,lihue,21.9789,-159.3672,22.77,78,0,1.54,US,2024-01-07
373,maunabo,18.0072,-65.8993,26.1,96,50,3.25,PR,2024-01-07
374,salekhard,66.53,66.6019,-22.83,89,65,2.82,RU,2024-01-07
375,taunsa,30.7048,70.6505,18.54,25,0,1.76,PK,2024-01-07
376,pionerskiy,54.9508,20.2275,-12.14,81,96,7.01,RU,2024-01-07
377,mcminnville,45.2101,-123.1987,5.05,93,61,1.95,US,2024-01-07
378,bazarak,35.3129,69.5152,4.51,38,100,5.05,AF,2024-01-07
379,alice springs,-23.7,133.8833,39.75,20,55,6.69,AU,2024-01-07
380,monroeville,40.4212,-79.7881,2.15,84,100,3.6,US,2024-01-07
381,levuka,50.1834,-105.4011,-9.1,96,100,3.35,CA,2024-01-07
382,orono,44.8831,-68.672,-8.39,78,100,4.12,US,2024-01-07
383,alpine,32.835,-116.7664,10.8,84,20,3.13,US,2024-01-07
384,kununurra,-15.7667,128.7333,30.99,66,72,1.54,AU,2024-01-07
385,eno,62.8051,30.1542,-24.84,100,63,0.93,FI,2024-01-07
386,kone,-21.0595,164.8658,28.83,65,49,0.68,NC,2024-01-07
387,plastun,44.7561,136.2939,-9.67,47,97,5.23,RU,2024-01-07
388,quellon,-43.1167,-73.6167,11.14,84,62,1.43,CL,2024-01-07
389,dudinka,69.4058,86.1778,-20.77,98,100,8.05,RU,2024-01-07
390,sim,54.993,57.6982,-10.93,97,99,1.71,RU,2024-01-07
391,nova sintra,14.8667,-24.7167,21.38,67,0,4.7,CV,2024-01-07
392,nguigmi,14.2495,13.1092,17.2,26,43,5.22,NE,2024-01-07
393,new norfolk,-42.7826,147.0587,23.72,88,100,1.15,AU,2024-01-07
394,tobelo,1.7284,128.0095,29.24,68,44,3.18,ID,2024-01-07
395,saint-jean-de-monts,46.7833,-2.0667,7.06,77,52,6.84,FR,2024-01-07
396,fisterra,42.9049,-9.2629,9.15,70,90,3.47,ES,2024-01-07
397,al 'aziziyah,32.9058,45.0616,13.02,52,0,5.25,IQ,2024-01-07
398,langtang,9.1333,9.7833,20.67,21,71,3.03,NG,2024-01-07
399,byron bay,-28.65,153.6167,24.84,65,90,3.92,AU,2024-01-07
400,ceerigaabo,10.6162,47.368,16.75,36,22,4.54,SO,2024-01-07
401,grosseto,42.8333,11.25,10.83,82,75,2.57,IT,2024-01-07
402,salaspils,56.8601,24.3654,-24.07,88,28,2.02,LV,2024-01-07
403,mount pearl,47.5166,-52.7813,-10.93,81,75,13.38,CA,2024-01-07
404,ribadesella,43.4614,-5.0596,7.19,76,67,2.81,ES,2024-01-07
405,bardai,11.65,7.2333,15.24,24,10,4.21,NG,2024-01-07
406,east london,-33.0153,27.9116,20.52,83,0,5.14,ZA,2024-01-07
407,nar'yan-mar,67.6713,53.087,-16.05,95,15,3.13,RU,2024-01-07
408,zizur mayor,42.7879,-1.6907,1.73,93,75,1.54,ES,2024-01-07
409,essaouira,31.5125,-9.77,8.72,76,100,2.06,MA,2024-01-07
410,san fernando de monte cristi,19.8667,-71.65,23.38,85,0,3.85,DO,2024-01-07
411,nelson bay,-32.7167,152.15,28.03,67,66,13.86,AU,2024-01-07
412,ariquemes,-9.9133,-63.0408,22.88,99,100,0.74,BR,2024-01-07
413,vila franca do campo,37.7167,-25.4333,18.27,99,100,6.17,PT,2024-01-07
414,kangding,30.0513,101.9603,10.62,23,21,2.57,CN,2024-01-07
415,kyaikkami,16.08,97.5675,26.41,65,10,3.77,MM,2024-01-07
416,seaside,36.6111,-121.8516,12.34,73,75,6.17,US,2024-01-07
417,ketchikan,55.3422,-131.6461,1.99,80,0,0.0,US,2024-01-07
418,tralee,52.2704,-9.7026,5.17,83,22,3.63,IE,2024-01-07
419,piriapolis,-34.8682,-55.2744,23.09,80,100,5.66,UY,2024-01-07
420,keflavik,64.0049,-22.5624,5.95,100,75,12.86,IS,2024-01-07
421,pont rouge,48.8833,-72.0825,-17.84,74,100,1.28,CA,2024-01-07
422,kathu,7.9178,98.3332,31.9,67,12,2.26,TH,2024-01-07
423,nemuro,43.3236,145.575,0.33,69,8,5.02,JP,2024-01-07
424,le port,-20.9373,55.2919,28.0,80,95,4.68,RE,2024-01-07
425,freetown,8.484,-13.2299,24.84,94,20,1.54,SL,2024-01-07
426,ca mau,9.1769,105.15,32.05,49,100,3.32,VN,2024-01-07
427,brady,31.1352,-99.3351,2.25,87,0,3.6,US,2024-01-07
428,bouna,9.2667,-3.0,23.9,37,45,1.17,CI,2024-01-07
429,pucon,-39.2822,-71.9543,12.47,96,61,0.82,CL,2024-01-07
430,remire-montjoly,4.9167,-52.2667,23.02,100,0,0.0,GF,2024-01-07
431,tripoli,32.8752,13.1875,12.43,54,1,11.47,LY,2024-01-07
432,dumbea,-22.15,166.45,30.55,99,91,3.34,NC,2024-01-07
433,mokrous,51.2333,47.5167,-9.19,94,100,1.54,RU,2024-01-07
434,gunnison,38.7,-107.0673,-14.5,89,90,1.17,US,2024-01-07
435,riviere-du-loup,47.8304,-69.5342,-10.51,78,100,1.03,CA,2024-01-07
436,poxoreo,-15.8372,-54.3892,22.89,89,22,1.57,BR,2024-01-07
437,lautoka,-17.6167,177.4667,29.92,74,20,6.17,FJ,2024-01-07
438,vilhena,-12.7406,-60.1458,20.96,98,100,1.98,BR,2024-01-07
439,slavyanka,42.8633,131.3847,-7.56,39,73,6.76,RU,2024-01-07
440,canutama,-6.5339,-64.3831,23.29,99,92,1.04,BR,2024-01-07
441,starokostiantyniv,49.7576,27.2034,-4.88,93,100,6.81,UA,2024-01-07
442,cannonvale,-20.2833,148.7,29.66,59,91,5.29,AU,2024-01-07
443,jamaame,0.0697,42.745,30.13,55,38,5.02,SO,2024-01-07
444,alofi,-19.0595,-169.9187,27.94,83,37,5.66,NU,2024-01-07
445,horta,38.5333,-28.6333,14.45,79,100,1.79,PT,2024-01-07
446,castillos,-34.1667,-53.8333,19.46,98,72,2.12,UY,2024-01-07
447,copiapo,-27.3667,-70.3333,14.83,82,0,1.84,CL,2024-01-07
448,diamantina,-18.2494,-43.6003,17.02,94,29,1.47,BR,2024-01-07
449,takaungu,-3.6837,39.8566,28.32,73,70,2.21,KE,2024-01-07
450,isla mujeres,21.2311,-86.731,26.03,87,0,4.85,MX,2024-01-07
451,broome,42.2506,-75.833,-1.0,96,100,1.34,US,2024-01-07
452,port isabel,26.0734,-97.2086,15.02,88,0,0.0,US,2024-01-07
453,alesund,62.4723,6.1549,-1.92,64,29,5.66,NO,2024-01-07
454,prado,-17.3411,-39.2208,24.11,96,100,2.5,BR,2024-01-07
455,siracusa,37.0881,15.2792,10.77,64,70,16.66,IT,2024-01-07
456,carnot,4.9409,15.8665,20.28,27,49,0.71,CF,2024-01-07
457,cabrobo,-8.5142,-39.31,26.94,55,71,5.17,BR,2024-01-07
458,dakhla,23.6848,-15.958,18.53,69,74,5.78,EH,2024-01-07
459,rusape,-18.5278,32.1284,21.76,68,2,0.84,ZW,2024-01-07
460,neftegorsk,52.802,51.166,-19.78,95,95,1.9,RU,2024-01-07
461,khandyga,62.6667,135.6,-44.71,100,100,0.88,RU,2024-01-07
462,daugavgriva,57.0432,24.0361,-23.99,84,0,1.54,LV,2024-01-07
463,lincoln,40.8,-96.667,-1.02,79,100,5.14,US,2024-01-07
464,bay roberts,47.5999,-53.2648,-10.27,73,100,6.71,CA,2024-01-07
465,kyshtovka,56.555,76.6271,-25.37,99,32,1.79,RU,2024-01-07
466,flin flon,54.7682,-101.865,-22.7,99,77,1.68,CA,2024-01-07
467,qazvin,36.2797,50.0049,-1.21,80,0,2.06,IR,2024-01-07
468,saint-louis,16.3333,-15.0,15.8,11,0,4.19,SN,2024-01-07
469,zaozersk,69.4005,32.4476,-8.42,78,98,3.26,RU,2024-01-07
470,adi keyh,14.8444,39.3772,12.66,69,5,1.84,ER,2024-01-07
471,shadrinsk,56.0852,63.6335,-12.86,96,100,4.81,RU,2024-01-07
472,puerto baquerizo moreno,-0.9,-89.6,24.29,85,76,5.65,EC,2024-01-07
473,acarau,-2.8856,-40.12,27.7,78,61,6.81,BR,2024-01-07
474,prince albert,53.2001,-105.7677,-14.03,78,100,5.66,CA,2024-01-07
475,ambalangoda,6.2355,80.0538,28.33,73,51,1.23,LK,2024-01-07
476,orchomenos,38.4929,22.9796,10.26,81,17,3.62,GR,2024-01-07
477,rikaze,29.25,88.8833,1.68,13,0,0.36,CN,2024-01-07
478,rongelap,11.1635,166.8941,27.25,67,92,8.03,MH,2024-01-07
479,benidorm,38.5382,-0.131,11.94,46,39,8.06,ES,2024-01-07
480,taksimo,56.3444,114.8794,-25.0,84,100,0.67,RU,2024-01-07
481,hasaki,35.7333,140.8333,11.27,53,69,5.82,JP,2024-01-07
482,codrington,-38.2667,141.9667,19.08,97,100,2.95,AU,2024-01-07
483,jiangyou,31.7667,104.7167,15.4,41,48,2.01,CN,2024-01-07
484,amos,48.5669,-78.1162,-11.3,91,100,2.57,CA,2024-01-07
485,ardakan,32.31,54.0175,8.64,34,23,0.73,IR,2024-01-07
486,kuantan,3.8077,103.326,25.06,94,40,1.54,MY,2024-01-07
487,changji,44.0167,87.3167,-8.56,86,71,2.0,CN,2024-01-07
488,ad dabbah,18.05,30.95,18.33,25,13,2.69,SD,2024-01-07
489,kamba,11.8486,3.6576,19.84,17,77,3.98,NG,2024-01-07
490,saynshand,44.8824,110.1163,-12.35,76,11,1.94,MN,2024-01-07
491,muisne,0.6,-80.0333,25.84,83,100,3.66,EC,2024-01-07
492,calbuco,-41.768,-73.1273,14.56,82,84,1.66,CL,2024-01-07
493,kizlyar,43.8469,46.715,4.69,76,98,3.41,RU,2024-01-07
494,yeosu,34.7546,127.6599,2.92,43,94,6.89,KR,2024-01-07
495,tumut,-35.3,148.2167,22.55,76,100,0.92,AU,2024-01-07
496,blenheim,-41.516,173.9528,20.85,48,34,0.89,NZ,2024-01-07
497,lysyye gory,51.5506,44.8414,-8.29,95,100,3.06,RU,2024-01-07
498,oytal,42.9057,73.2697,6.84,66,100,0.56,KZ,2024-01-07
499,uliastay,47.7417,96.8444,-5.13,63,100,0.63,MN,2024-01-07
500,minot,48.2325,-101.2963,-7.77,86,100,2.57,US,2024-01-07
501,bukittinggi,-0.3091,100.3706,21.06,93,100,1.02,ID,2024-01-07
502,whangarei,-35.7317,174.3239,21.29,74,15,2.86,NZ,2024-01-07
503,mushabani,22.5167,86.45,22.06,41,1,2.31,IN,2024-01-07
504,pahlgam,34.0333,75.3333,3.6,27,0,1.39,IN,2024-01-07
505,alta,69.9689,23.2717,-4.41,85,100,2.06,NO,2024-01-07
506,salinopolis,-0.6136,-47.3561,24.1,93,100,1.09,BR,2024-01-07
507,vilyuysk,63.7553,121.6247,-36.67,95,54,2.68,RU,2024-01-07
508,celestun,20.8667,-90.4,22.89,94,3,3.04,MX,2024-01-07
509,masuguru,-11.3667,38.4167,24.5,93,100,1.37,TZ,2024-01-07
510,palikir - national government center,6.9248,158.1611,30.47,62,20,7.72,FM,2024-01-07
511,mont-dore,-22.2833,166.5833,30.56,99,81,5.66,NC,2024-01-07
512,trinidad,-14.8333,-64.9,24.94,90,45,1.87,BO,2024-01-07
513,taro,-8.3862,115.28,29.0,75,93,1.52,ID,2024-01-07
514,cabedelo,-6.9811,-34.8339,24.37,80,6,1.94,BR,2024-01-07
515,el hadjira,32.6134,5.5126,9.44,57,80,5.09,DZ,2024-01-07
516,yamba,-5.9,22.3,22.92,92,99,0.17,CD,2024-01-07
517,klyuchi,52.2667,79.1667,-5.6,95,94,1.57,RU,2024-01-07
518,baikonur,45.6167,63.3167,3.91,97,100,4.44,KZ,2024-01-07
519,mambajao,9.2504,124.7156,27.97,80,100,5.93,PH,2024-01-07
520,helena valley west central,46.6629,-112.0604,-1.59,78,75,2.06,US,2024-01-07
521,punta gorda isles,26.9176,-82.0784,21.03,98,100,2.06,US,2024-01-07
522,dalnegorsk,44.5604,135.5701,-12.15,59,49,4.63,RU,2024-01-07
523,okha,53.5739,142.9478,-24.54,91,28,4.34,RU,2024-01-07
524,geraldton,-28.7667,114.6,31.23,42,0,7.72,AU,2024-01-07
525,miyako,39.6367,141.9525,1.94,51,41,4.76,JP,2024-01-07
526,benxi,41.2886,123.765,-11.82,69,5,1.63,CN,2024-01-07
527,trairi,-3.2778,-39.2689,27.37,73,53,5.52,BR,2024-01-07
528,dhidhdhoo,6.8833,73.1,27.78,75,100,2.15,MV,2024-01-07
529,christchurch,-43.5333,172.6333,21.97,62,25,6.69,NZ,2024-01-07
530,canitas de felipe pescador,23.6,-102.7167,8.25,38,100,1.25,MX,2024-01-07
531,razole,16.4833,81.8333,29.25,42,17,4.08,IN,2024-01-07
532,queenstown,-31.8976,26.8753,20.49,66,65,1.71,ZA,2024-01-07
533,alaghsas,17.0187,8.0168,13.94,26,80,2.57,NE,2024-01-07
534,jakar,27.5492,90.7525,9.99,42,23,2.79,BT,2024-01-07
535,road town,18.4167,-64.6167,24.05,76,2,5.82,VG,2024-01-07
536,guatrache,-37.6678,-63.5302,20.33,69,6,3.25,AR,2024-01-07
537,thurso,58.5927,-3.5259,2.14,62,76,6.95,GB,2024-01-07
538,quepos,9.4236,-84.1652,25.03,72,60,1.78,CR,2024-01-07
539,tayoltita,24.0833,-105.9333,14.72,34,100,2.15,MX,2024-01-07
540,caleta de carquin,-11.0925,-77.6267,21.18,89,100,5.55,PE,2024-01-07
541,vila velha,-20.3297,-40.2925,24.41,84,40,2.06,BR,2024-01-07
542,poso,-1.3959,120.7524,28.35,69,75,1.63,ID,2024-01-07
543,hiratacho,35.4333,132.8167,7.01,49,75,11.83,JP,2024-01-07
544,angaur state,6.906,134.13,28.92,75,100,7.14,PW,2024-01-07
545,manado,1.487,124.8455,32.43,66,20,5.14,ID,2024-01-07
546,campobello di mazara,37.6358,12.7443,13.37,74,33,13.01,IT,2024-01-07
547,bandarbeyla,9.4942,50.8122,26.05,59,33,9.54,SO,2024-01-07
548,doctor mora,21.1417,-100.3125,11.46,36,73,1.08,MX,2024-01-07
549,kingaroy,-26.5333,151.8333,24.87,63,97,4.44,AU,2024-01-07
550,kota kinabalu,5.9749,116.0724,29.93,79,40,1.03,MY,2024-01-07
551,kourou,5.1552,-52.6478,23.03,81,100,3.47,GF,2024-01-07
552,zacapoaxtla,19.8833,-97.5833,12.48,87,80,0.37,MX,2024-01-07
553,karnobat,42.65,26.9833,10.91,79,76,8.16,BG,2024-01-07
554,gloucester point,37.254,-76.4969,6.01,89,100,6.17,US,2024-01-07
555,hola prystan',46.5206,32.5258,8.59,89,100,2.22,UA,2024-01-07
556,kutum,14.2,24.6667,13.54,26,2,2.02,SD,2024-01-07
557,grand gaube,-20.0064,57.6608,30.21,78,48,1.79,MU,2024-01-07
558,malango,-2.9627,119.9001,25.32,87,98,0.85,ID,2024-01-07
559,nagornyy,52.7959,83.5498,-10.59,94,98,0.95,RU,2024-01-07
560,kosh-agach,50.0,88.6667,-13.16,93,99,0.45,RU,2024-01-07
561,twin falls,42.3505,-114.6445,-2.26,93,100,8.23,US,2024-01-07
562,galesong,-5.3166,119.3661,32.01,86,100,2.53,ID,2024-01-07
563,nuuk,64.1835,-51.7216,-3.66,68,100,7.2,GL,2024-01-07
564,elk city,35.412,-99.4043,0.12,80,0,2.57,US,2024-01-07
565,plettenberg bay,-34.0527,23.3716,20.18,74,80,3.2,ZA,2024-01-07
566,rebrikha,53.0733,82.3408,-9.28,94,92,0.82,RU,2024-01-07
567,sosnovoborsk,56.1325,93.3589,-8.54,88,94,3.45,RU,2024-01-07
568,el granada,37.5027,-122.4694,10.15,69,20,7.2,US,2024-01-07
569,kolonia town,6.964,158.206,31.06,62,20,7.72,FM,2024-01-07
570,hirara,24.8,125.2833,21.15,64,75,8.23,JP,2024-01-07
571,laguna,38.421,-121.4238,6.27,95,100,2.57,US,2024-01-07
572,satipo,-11.2522,-74.6386,20.07,97,81,1.22,PE,2024-01-07
573,hays,30.0502,-98.0336,9.04,65,83,1.14,US,2024-01-07
574,etchojoa,26.9167,-109.6333,12.86,37,13,2.74,MX,2024-01-07
575,barranca,-10.75,-77.7667,21.67,85,94,3.32,PE,2024-01-07
576,lao cai,22.4833,103.95,20.07,93,99,0.72,VN,2024-01-07
577,lethem,3.3803,-59.7968,25.44,72,86,5.14,GY,2024-01-07
578,georgievka,49.3314,81.5761,-4.5,91,74,1.72,KZ,2024-01-07
579,rawah,34.4816,41.9093,11.26,42,4,1.68,IQ,2024-01-07
580,zeya,53.75,127.2667,-21.95,74,3,1.19,RU,2024-01-07
581,altay,47.8667,88.1167,-4.16,95,100,1.18,CN,2024-01-07
582,trail,49.0998,-117.7022,3.16,98,100,1.41,CA,2024-01-07
583,saint-mandrier-sur-mer,43.078,5.929,8.92,51,0,6.17,FR,2024-01-07
584,thaba nchu,-29.2093,26.839,25.23,36,58,3.63,ZA,2024-01-07
585,labrador city,52.9463,-66.9114,-25.05,77,75,3.6,CA,2024-01-07
586,santa eularia des riu,38.9846,1.5341,12.95,51,0,10.8,ES,2024-01-07
587,jabat,7.75,168.9751,27.28,71,89,9.21,MH,2024-01-07
588,cartagena del chaira,1.3349,-74.8429,21.88,82,12,1.07,CO,2024-01-07
589,hobyo,5.3505,48.5268,26.36,59,80,9.95,SO,2024-01-07
590,can giuoc,10.6167,106.6667,33.02,47,79,2.72,VN,2024-01-07
591,mahina,-17.5065,-149.489,27.87,74,75,1.54,PF,2024-01-07
